Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18,Ch_19,Ch_20,Ch_21,Ch_22,Ch_23,Ch_24,Ch_25,Ch_26,Ch_27,Ch_28,Ch_29,Ch_30,Ch_31,Ch_32
25.97283038316985,11.6644189184472,20.825494717280076,15.324198526631468,24.694445259134906,28.24359224431134,21.56324479147354,18.84669591468541,26.379875402292814,14.14566567945087,11.828814004535168,16.454267060088245,25.482413056461,20.681177859698852,16.386540043873346,7.970587575591996,9.980658615969418,19.149786328352995,19.410408932328835,15.552109946530306,2.7413649727025313,18.096751651335445,9.524427288989134,21.13867417415745,1.2362998609293423,8.41094911368558,15.815254516553816,20.82846515251117,22.514666153653977,14.582429484810538,7.989384607686575,22.74287837867906
31.9025079291786,22.630002213218336,29.88177373876273,24.396015822256935,31.829696437537443,33.37153870719893,32.9014524121764,27.112377331625535,31.187136797171213,24.042130567673464,21.633305613140482,28.721495901561987,27.11828046527991,34.653231362955744,27.738442835438455,24.473831239936075,21.95570943076207,29.24125277926528,31.312781121144077,25.070173937385558,20.963928874233037,28.76609957988854,24.773624197455256,27.496266054915814,22.28811410044798,19.40836714300286,28.576023832102358,32.96010543159559,27.825600651151184,24.895281425584646,25.962515638730146,28.129696037545486
31.226268322153107,33.50312876171596,31.133216627556454,34.64489799730901,36.5999425731156,27.554358533121125,31.506389517710726,30.12626736751885,35.505041489644086,32.05657910703774,36.249304152374634,29.80369512522881,32.26070710625809,36.22669917167906,34.42049865160895,30.40871405467353,28.349050918584947,31.515086946458688,29.573686205065137,32.172668980492325,27.233587316848027,31.44530937889735,33.236070562704654,30.135166573781046,33.549085029541814,29.265076484234175,31.64512387836027,29.183305689155457,31.821186003731842,27.112407605701193,30.82163510795212,26.38893100612165
25.373320700528083,29.624501116885693,22.49383548046841,28.91616157095816,26.55156069908006,20.219877105087566,30.647010642141556,17.70340745722869,22.935006464815682,26.475978424288915,26.211655815265352,23.78944888996874,20.967972607342638,26.991484071449214,27.95066940320501,28.747837058280766,26.152174029292098,20.114787191208908,24.800886235534307,28.581954152837113,24.589440881237188,20.94603591699205,25.270162017672508,23.03745993285177,31.4587716368666,28.485036151090835,25.731186830620047,11.81209712945193,23.8334886818579,23.361302460447753,26.141271257496605,20.731276626739632
8.79461659951765,18.122649301535294,11.243756225120082,13.816376838548482,18.33340819945591,7.346784389270167,1.957941655794579,9.804335494569509,7.727279891591198,12.518748320985734,22.729153201704676,5.705228738433944,12.888913579905036,9.228841868168711,17.9661358335038,20.15024716278521,13.7578756967124,5.465906099273346,15.306334996671895,21.425180852427243,27.21071131207587,5.129661885762314,18.81018698184605,10.25874208838812,28.532256190980515,25.038175898625518,14.13942883234542,7.961837025635492,11.009983584175684,25.16161385417273,20.507574645848774,7.603476134483196
1.6186000253450208,12.987788762716542,-2.5679770205550585,0.08030228440214976,2.188821758814423,0.7803202434404742,-1.1144585642380618,-2.6364562318317164,-11.127461336622305,4.285799194886808,15.516954461943012,-1.817058390236855,-3.902972168656022,3.678878031008472,11.74279116439856,7.100247741482424,12.387888421004282,-7.371157737872311,5.70609588642993,10.340790331033093,11.051589202641255,-5.71964634830501,15.088652974256856,6.117788848183488,11.011185797898841,14.85068209772272,3.739027793875173,-2.4881218347790472,5.944016241043069,17.47188447437206,15.038703144821277,0.42795962608630367
-13.119554353882489,3.8983952910886805,-7.445088487408696,-3.054789904649087,-10.41062530800383,-7.170925601560732,-16.554953721341906,-11.476248420529105,-13.839340723367313,-1.6675947451650113,9.244909961940145,-7.823897947487838,-9.582892348560668,-12.032592912940329,-0.9549614938966707,0.15997411449706997,-1.734594089069025,-13.563917252717692,0.3589019585172111,2.6105536729206835,5.563098138072359,-6.127922824587513,6.493253359512053,-1.8968756767196395,13.781741719771347,-0.8140498421926359,-5.5363474138468725,-9.492270505340452,-1.9262653806374355,8.390855583546061,6.229085187825882,-14.140352912873036
-16.750109097991796,-4.627507182416341,-12.92129393465826,-13.054949667931115,-18.405465611456037,-15.315016536281643,-17.155509847162786,-13.979172825286556,-14.15758026272076,-9.923347867265177,-6.36399489566157,-10.71212324121857,-11.980123690235411,-15.522712786587485,-9.31047665553115,-3.672069947437152,-5.968441125340021,-17.223452029597123,-6.2533630523018315,-9.897339171347864,-2.836449960473299,-10.65271833689364,-0.4103262300328758,-14.690058744679996,-1.4387264442999834,-7.89828060224334,-14.826166756976267,-13.959050209706735,-11.635034338169133,-2.5921578703126653,-4.270357191130231,-8.355602772101777
-15.316956818491402,-13.589091224902214,-12.362497579940918,-19.56208491672207,-14.497029708541328,-17.18609669628843,-21.562682061578546,-23.23321730673472,-18.145198026227952,-16.10936988723167,-9.669808026225937,-20.1445776511467,-20.8192485234182,-10.367430874964425,-15.89615276697588,-13.771479545448928,-14.591664776975863,-14.988296243272481,-15.051456054446671,-19.001603960532286,-7.544778773299969,-15.85547097384983,-15.859139919227943,-13.185392587774619,-9.195852066103445,-15.170345296422642,-11.075503126666169,-18.463692892703104,-14.56302140519622,-6.3695785450581806,-16.590177376126913,-13.73620132050662
-23.519245621534825,-24.425781529528656,-10.79656974027294,-21.31737292072627,-25.087903636005905,-17.193903435673217,-18.184552412292597,-18.506856791179956,-17.075389872500306,-18.596185493393914,-17.80836318625584,-14.994189618492298,-21.683611510966898,-11.459120686509628,-24.883629362341598,-25.24276464240556,-24.401326903716004,-20.748294437775158,-23.648473382284134,-30.664838408884417,-19.345574900207012,-18.19136375147176,-24.648692122036344,-15.285277758594859,-15.190717840959504,-23.563924849797313,-13.177455333753445,-21.43439193893886,-22.34161542005209,-24.003413652884387,-27.21956354783396,-22.487618006641938
